lat,lon,elevation,slope,veg_density,fire_prob,wui_dist,cost_rx_burn,cost_mechanical,cost_hand,min_cost,cheapest,prop_benefit_current,health_benefit_current,total_benefit_current,prop_benefit_ssp245,health_benefit_ssp245,total_benefit_ssp245,prop_benefit_ssp585,health_benefit_ssp585,total_benefit_ssp585,net_rx_current,net_mech_current,net_hand_current,net_min_current,net_rx_ssp245,net_mech_ssp245,net_hand_ssp245,net_min_ssp245,net_rx_ssp585,net_mech_ssp585,net_hand_ssp585,net_min_ssp585,bcr_rx_current,bcr_mech_current,bcr_hand_current
34.74999999999987,-121.0000000000002,82.0,5.5,0.253,0.133,101.2,60998.0,89488.0,146939.0,60998.0,rx_burn,7379.0,0.0,7379.0,9895.0,0.0,9895.0,14989.0,0.0,14989.0,-53619.0,-82109.0,-139560.0,-53619.0,-51103.0,-79593.0,-137044.0,-51103.0,-46009.0,-74499.0,-131950.0,-46009.0,0.12,0.08,0.05
34.74999999999987,-120.9500000000002,0.0,2.3,0.257,0.09,95.1,61553.0,122985.0,138051.0,61553.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61553.0,-122985.0,-138051.0,-61553.0,-61553.0,-122985.0,-138051.0,-61553.0,-61553.0,-122985.0,-138051.0,-61553.0,0.0,0.0,0.0
34.74999999999987,-120.9000000000002,62.0,0.0,0.227,0.1,86.6,59397.0,108407.0,107328.0,59397.0,rx_burn,4576.0,2480.0,7056.0,6263.0,3394.0,9657.0,7903.0,4283.0,12186.0,-52341.0,-101351.0,-100272.0,-52341.0,-49740.0,-98750.0,-97671.0,-49740.0,-47211.0,-96221.0,-95142.0,-47211.0,0.12,0.07,0.07
34.74999999999987,-120.85000000000021,505.0,15.3,0.24,0.105,96.3,63717.0,131003.0,133153.0,63717.0,rx_burn,10314.0,0.0,10314.0,13665.0,0.0,13665.0,16424.0,0.0,16424.0,-53403.0,-120689.0,-122839.0,-53403.0,-50052.0,-117338.0,-119488.0,-50052.0,-47293.0,-114579.0,-116729.0,-47293.0,0.16,0.08,0.08
34.74999999999987,-120.80000000000021,235.0,6.5,0.19,0.106,95.5,51132.0,118470.0,130384.0,51132.0,rx_burn,6530.0,0.0,6530.0,8032.0,0.0,8032.0,10517.0,0.0,10517.0,-44602.0,-111940.0,-123854.0,-44602.0,-43100.0,-110438.0,-122352.0,-43100.0,-40615.0,-107953.0,-119867.0,-40615.0,0.13,0.06,0.05
34.74999999999987,-120.75000000000021,78.0,5.9,0.165,0.095,91.6,46916.0,123729.0,120010.0,46916.0,rx_burn,0.0,4129.0,4129.0,0.0,5263.0,5263.0,0.0,8137.0,8137.0,-42787.0,-119600.0,-115881.0,-42787.0,-41653.0,-118466.0,-114747.0,-41653.0,-38779.0,-115592.0,-111873.0,-38779.0,0.09,0.03,0.03
34.74999999999987,-120.70000000000022,25.0,0.0,0.136,0.083,100.5,44256.0,92150.0,143784.0,44256.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44256.0,-92150.0,-143784.0,-44256.0,-44256.0,-92150.0,-143784.0,-44256.0,-44256.0,-92150.0,-143784.0,-44256.0,0.0,0.0,0.0
34.74999999999987,-120.65000000000022,109.0,0.0,0.261,0.091,90.6,35470.0,117175.0,131781.0,35470.0,rx_burn,12648.0,9137.0,21785.0,16126.0,11650.0,27776.0,22180.0,16023.0,38203.0,-13685.0,-95390.0,-109996.0,-13685.0,-7694.0,-89399.0,-104005.0,-7694.0,2733.0,-78972.0,-93578.0,2733.0,0.61,0.19,0.17
34.74999999999987,-120.60000000000022,135.0,0.0,0.239,0.103,99.8,44079.0,117470.0,167736.0,44079.0,rx_burn,5877.0,0.0,5877.0,6812.0,0.0,6812.0,10474.0,0.0,10474.0,-38202.0,-111593.0,-161859.0,-38202.0,-37267.0,-110658.0,-160924.0,-37267.0,-33605.0,-106996.0,-157262.0,-33605.0,0.13,0.05,0.04
34.74999999999987,-120.55000000000022,52.0,7.7,0.308,0.101,93.0,54623.0,95895.0,182226.0,54623.0,rx_burn,10121.0,0.0,10121.0,12405.0,0.0,12405.0,17758.0,0.0,17758.0,-44502.0,-85774.0,-172105.0,-44502.0,-42218.0,-83490.0,-169821.0,-42218.0,-36865.0,-78137.0,-164468.0,-36865.0,0.19,0.11,0.06
34.74999999999987,-120.50000000000023,194.0,0.0,0.227,0.117,96.2,59023.0,109288.0,149545.0,59023.0,rx_burn,0.0,1278.0,1278.0,0.0,1505.0,1505.0,0.0,2004.0,2004.0,-57745.0,-108010.0,-148267.0,-57745.0,-57518.0,-107783.0,-148040.0,-57518.0,-57019.0,-107284.0,-147541.0,-57019.0,0.02,0.01,0.01
34.74999999999987,-120.45000000000023,0.0,0.0,0.216,0.088,90.6,53630.0,71993.0,130481.0,53630.0,rx_burn,2091.0,4951.0,7042.0,2810.0,6653.0,9463.0,4086.0,9675.0,13761.0,-46588.0,-64951.0,-123439.0,-46588.0,-44167.0,-62530.0,-121018.0,-44167.0,-39869.0,-58232.0,-116720.0,-39869.0,0.13,0.1,0.05
34.74999999999987,-120.40000000000023,0.0,0.0,0.23,0.112,87.9,67482.0,101239.0,180654.0,67482.0,rx_burn,1877.0,10336.0,12213.0,2569.0,14148.0,16717.0,3972.0,21873.0,25845.0,-55269.0,-89026.0,-168441.0,-55269.0,-50765.0,-84522.0,-163937.0,-50765.0,-41637.0,-75394.0,-154809.0,-41637.0,0.18,0.12,0.07
34.74999999999987,-120.35000000000024,170.0,0.0,0.257,0.135,74.0,55147.0,95614.0,113253.0,55147.0,rx_burn,20108.0,16590.0,36698.0,24603.0,20299.0,44902.0,31651.0,26114.0,57765.0,-18449.0,-58916.0,-76555.0,-18449.0,-10245.0,-50712.0,-68351.0,-10245.0,2618.0,-37849.0,-55488.0,2618.0,0.67,0.38,0.32
34.74999999999987,-120.30000000000024,0.0,2.1,0.193,0.124,93.6,40586.0,70356.0,112242.0,40586.0,rx_burn,6375.0,6786.0,13161.0,7595.0,8084.0,15679.0,11431.0,12168.0,23599.0,-27425.0,-57195.0,-99081.0,-27425.0,-24907.0,-54677.0,-96563.0,-24907.0,-16987.0,-46757.0,-88643.0,-16987.0,0.32,0.19,0.12
34.74999999999987,-120.25000000000024,226.0,6.2,0.243,0.12,87.9,63227.0,96714.0,121546.0,63227.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63227.0,-96714.0,-121546.0,-63227.0,-63227.0,-96714.0,-121546.0,-63227.0,-63227.0,-96714.0,-121546.0,-63227.0,0.0,0.0,0.0
34.74999999999987,-120.20000000000024,117.0,3.6,0.267,0.12,87.1,64358.0,117786.0,145839.0,64358.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64358.0,-117786.0,-145839.0,-64358.0,-64358.0,-117786.0,-145839.0,-64358.0,-64358.0,-117786.0,-145839.0,-64358.0,0.0,0.0,0.0
34.74999999999987,-120.15000000000025,0.0,0.0,0.291,0.14,80.3,59955.0,119205.0,158678.0,59955.0,rx_burn,9267.0,0.0,9267.0,12472.0,0.0,12472.0,16994.0,0.0,16994.0,-50688.0,-109938.0,-149411.0,-50688.0,-47483.0,-106733.0,-146206.0,-47483.0,-42961.0,-102211.0,-141684.0,-42961.0,0.15,0.08,0.06
34.74999999999987,-120.10000000000025,141.0,3.5,0.212,0.144,76.9,47989.0,112951.0,123696.0,47989.0,rx_burn,1737.0,1264.0,3001.0,2330.0,1695.0,4025.0,2956.0,2151.0,5107.0,-44988.0,-109950.0,-120695.0,-44988.0,-43964.0,-108926.0,-119671.0,-43964.0,-42882.0,-107844.0,-118589.0,-42882.0,0.06,0.03,0.02
34.74999999999987,-120.05000000000025,0.0,7.1,0.247,0.118,83.9,68668.0,107898.0,175515.0,68668.0,rx_burn,8312.0,2312.0,10624.0,9739.0,2709.0,12448.0,11872.0,3302.0,15174.0,-58044.0,-97274.0,-164891.0,-58044.0,-56220.0,-95450.0,-163067.0,-56220.0,-53494.0,-92724.0,-160341.0,-53494.0,0.15,0.1,0.06
34.74999999999987,-120.00000000000026,238.0,0.0,0.272,0.12,77.8,61130.0,91456.0,171431.0,61130.0,rx_burn,19095.0,6843.0,25938.0,26609.0,9536.0,36145.0,39691.0,14224.0,53915.0,-35192.0,-65518.0,-145493.0,-35192.0,-24985.0,-55311.0,-135286.0,-24985.0,-7215.0,-37541.0,-117516.0,-7215.0,0.42,0.28,0.15
34.74999999999987,-119.95000000000026,103.0,6.2,0.252,0.128,70.6,40311.0,120502.0,166943.0,40311.0,rx_burn,7579.0,1809.0,9388.0,9604.0,2292.0,11896.0,11599.0,2769.0,14368.0,-30923.0,-111114.0,-157555.0,-30923.0,-28415.0,-108606.0,-155047.0,-28415.0,-25943.0,-106134.0,-152575.0,-25943.0,0.23,0.08,0.06
34.74999999999987,-119.90000000000026,425.0,10.3,0.342,0.154,68.2,76231.0,115744.0,88346.0,76231.0,rx_burn,10478.0,0.0,10478.0,13856.0,0.0,13856.0,18981.0,0.0,18981.0,-65753.0,-105266.0,-77868.0,-65753.0,-62375.0,-101888.0,-74490.0,-62375.0,-57250.0,-96763.0,-69365.0,-57250.0,0.14,0.09,0.12
34.74999999999987,-119.85000000000026,317.0,4.9,0.391,0.172,72.0,68695.0,126671.0,162929.0,68695.0,rx_burn,8591.0,0.0,8591.0,9970.0,0.0,9970.0,12536.0,0.0,12536.0,-60104.0,-118080.0,-154338.0,-60104.0,-58725.0,-116701.0,-152959.0,-58725.0,-56159.0,-114135.0,-150393.0,-56159.0,0.13,0.07,0.05
34.74999999999987,-119.80000000000027,7.0,0.8,0.297,0.194,64.6,33445.0,109733.0,148500.0,33445.0,rx_burn,11041.0,0.0,11041.0,13132.0,0.0,13132.0,15762.0,0.0,15762.0,-22404.0,-98692.0,-137459.0,-22404.0,-20313.0,-96601.0,-135368.0,-20313.0,-17683.0,-93971.0,-132738.0,-17683.0,0.33,0.1,0.07
34.74999999999987,-119.75000000000027,0.0,1.4,0.264,0.179,65.6,64799.0,90492.0,135036.0,64799.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-64799.0,-90492.0,-135036.0,-64799.0,-64799.0,-90492.0,-135036.0,-64799.0,-64799.0,-90492.0,-135036.0,-64799.0,0.0,0.0,0.0
34.74999999999987,-119.70000000000027,77.0,0.0,0.26,0.181,67.9,63262.0,91323.0,138239.0,63262.0,rx_burn,9431.0,0.0,9431.0,13110.0,0.0,13110.0,20283.0,0.0,20283.0,-53831.0,-81892.0,-128808.0,-53831.0,-50152.0,-78213.0,-125129.0,-50152.0,-42979.0,-71040.0,-117956.0,-42979.0,0.15,0.1,0.07
34.74999999999987,-119.65000000000028,21.0,0.0,0.323,0.229,57.1,57265.0,125736.0,176929.0,57265.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57265.0,-125736.0,-176929.0,-57265.0,-57265.0,-125736.0,-176929.0,-57265.0,-57265.0,-125736.0,-176929.0,-57265.0,0.0,0.0,0.0
34.74999999999987,-119.60000000000028,494.0,11.9,0.424,0.232,66.8,65399.0,130047.0,173912.0,65399.0,rx_burn,22314.0,12061.0,34375.0,26120.0,14118.0,40238.0,38750.0,20945.0,59695.0,-31024.0,-95672.0,-139537.0,-31024.0,-25161.0,-89809.0,-133674.0,-25161.0,-5704.0,-70352.0,-114217.0,-5704.0,0.53,0.26,0.2
34.74999999999987,-119.55000000000028,235.0,0.0,0.372,0.252,67.9,65694.0,83962.0,145483.0,65694.0,rx_burn,16325.0,4853.0,21178.0,22378.0,6652.0,29030.0,30426.0,9045.0,39471.0,-44516.0,-62784.0,-124305.0,-44516.0,-36664.0,-54932.0,-116453.0,-36664.0,-26223.0,-44491.0,-106012.0,-26223.0,0.32,0.25,0.15
34.74999999999987,-119.50000000000028,394.0,2.2,0.424,0.25,59.1,65988.0,143605.0,149162.0,65988.0,rx_burn,0.0,3172.0,3172.0,0.0,4325.0,4325.0,0.0,6407.0,6407.0,-62816.0,-140433.0,-145990.0,-62816.0,-61663.0,-139280.0,-144837.0,-61663.0,-59581.0,-137198.0,-142755.0,-59581.0,0.05,0.02,0.02
34.74999999999987,-119.45000000000029,230.0,1.8,0.494,0.304,61.8,87478.0,140269.0,185923.0,87478.0,rx_burn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87478.0,-140269.0,-185923.0,-87478.0,-87478.0,-140269.0,-185923.0,-87478.0,-87478.0,-140269.0,-185923.0,-87478.0,0.0,0.0,0.0
34.74999999999987,-119.40000000000029,266.0,5.6,0.467,0.297,54.9,72537.0,124893.0,151294.0,72537.0,rx_burn,16332.0,10131.0,26463.0,20539.0,12741.0,33280.0,26098.0,16189.0,42287.0,-46074.0,-98430.0,-124831.0,-46074.0,-39257.0,-91613.0,-118014.0,-39257.0,-30250.0,-82606.0,-109007.0,-30250.0,0.36,0.21,0.17
34.74999999999987,-119.35000000000029,308.0,3.1,0.469,0.313,61.8,59838.0,132631.0,129808.0,59838.0,rx_burn,7365.0,12277.0,19642.0,9379.0,15634.0,25013.0,13114.0,21861.0,34975.0,-40196.0,-112989.0,-110166.0,-40196.0,-34825.0,-107618.0,-104795.0,-34825.0,-24863.0,-97656.0,-94833.0,-24863.0,0.33,0.15,0.15
34.74999999999987,-119.3000000000003,499.0,5.4,0.454,0.307,67.3,64267.0,141763.0,189152.0,64267.0,rx_burn,9046.0,3350.0,12396.0,10925.0,4046.0,14971.0,15821.0,5859.0,21680.0,-51871.0,-129367.0,-176756.0,-51871.0,-49296.0,-126792.0,-174181.0,-49296.0,-42587.0,-120083.0,-167472.0,-42587.0,0.19,0.09,0.07
34.74999999999987,-119.2500000000003,400.0,10.5,0.549,0.353,59.4,68607.0,175438.0,185557.0,68607.0,rx_burn,20034.0,0.0,20034.0,24289.0,0.0,24289.0,32683.0,0.0,32683.0,-48573.0,-155404.0,-165523.0,-48573.0,-44318.0,-151149.0,-161268.0,-44318.0,-35924.0,-142755.0,-152874.0,-35924.0,0.29,0.11,0.11
34.74999999999987,-119.2000000000003,215.0,2.3,0.543,0.359,58.0,70745.0,150674.0,169239.0,70745.0,rx_burn,0.0,8368.0,8368.0,0.0,10401.0,10401.0,0.0,14422.0,14422.0,-62377.0,-142306.0,-160871.0,-62377.0,-60344.0,-140273.0,-158838.0,-60344.0,-56323.0,-136252.0,-154817.0,-56323.0,0.12,0.06,0.05
34.74999999999987,-119.1500000000003,637.0,7.4,0.615,0.405,63.7,94177.0,149196.0,178014.0,94177.0,rx_burn,16727.0,19787.0,36514.0,23030.0,27243.0,50273.0,27998.0,33120.0,61118.0,-57663.0,-112682.0,-141500.0,-57663.0,-43904.0,-98923.0,-127741.0,-43904.0,-33059.0,-88078.0,-116896.0,-33059.0,0.39,0.24,0.21
34.74999999999987,-119.1000000000003,369.0,7.7,0.527,0.393,59.4,73499.0,170638.0,181461.0,73499.0,rx_burn,9721.0,11880.0,21601.0,12335.0,15074.0,27409.0,15715.0,19206.0,34921.0,-51898.0,-149037.0,-159860.0,-51898.0,-46090.0,-143229.0,-154052.0,-46090.0,-38578.0,-135717.0,-146540.0,-38578.0,0.29,0.13,0.12
34.74999999999987,-119.05000000000031,362.0,6.3,0.593,0.408,52.7,78162.0,138881.0,188747.0,78162.0,rx_burn,33456.0,7373.0,40829.0,45084.0,9936.0,55020.0,63638.0,14024.0,77662.0,-37333.0,-98052.0,-147918.0,-37333.0,-23142.0,-83861.0,-133727.0,-23142.0,-500.0,-61219.0,-111085.0,-500.0,0.52,0.29,0.22
34.74999999999987,-119.00000000000031,22.0,0.5,0.601,0.453,55.8,75746.0,166001.0,189910.0,75746.0,rx_burn,18574.0,21575.0,40149.0,25829.0,30002.0,55831.0,37077.0,43067.0,80144.0,-35597.0,-125852.0,-149761.0,-35597.0,-19915.0,-110170.0,-134079.0,-19915.0,4398.0,-85857.0,-109766.0,4398.0,0.53,0.24,0.21
34.74999999999987,-118.95000000000032,557.0,11.1,0.589,0.446,60.1,88093.0,194630.0,204728.0,88093.0,rx_burn,45829.0,8522.0,54351.0,62989.0,11713.0,74702.0,88993.0,16548.0,105541.0,-33742.0,-140279.0,-150377.0,-33742.0,-13391.0,-119928.0,-130026.0,-13391.0,17448.0,-89089.0,-99187.0,17448.0,0.62,0.28,0.27
34.74999999999987,-118.90000000000032,490.0,7.6,0.659,0.466,55.2,69324.0,168117.0,124657.0,69324.0,rx_burn,30151.0,11284.0,41435.0,39834.0,14908.0,54742.0,52802.0,19761.0,72563.0,-27889.0,-126682.0,-83222.0,-27889.0,-14582.0,-113375.0,-69915.0,-14582.0,3239.0,-95554.0,-52094.0,3239.0,0.6,0.25,0.33
34.74999999999987,-118.85000000000032,502.0,11.7,0.71,0.527,52.3,99664.0,207511.0,217432.0,99664.0,rx_burn,52406.0,22407.0,74813.0,65268.0,27906.0,93174.0,82031.0,35074.0,117105.0,-24851.0,-132698.0,-142619.0,-24851.0,-6490.0,-114337.0,-124258.0,-6490.0,17441.0,-90406.0,-100327.0,17441.0,0.75,0.36,0.34
34.74999999999987,-118.80000000000032,436.0,1.6,0.647,0.485,59.9,87710.0,156166.0,202755.0,87710.0,rx_burn,37255.0,14984.0,52239.0,43933.0,17670.0,61603.0,57536.0,23141.0,80677.0,-35471.0,-103927.0,-150516.0,-35471.0,-26107.0,-94563.0,-141152.0,-26107.0,-7033.0,-75489.0,-122078.0,-7033.0,0.6,0.33,0.26
34.74999999999987,-118.75000000000033,418.0,11.9,0.721,0.524,51.8,101179.0,200061.0,192601.0,101179.0,rx_burn,58303.0,17740.0,76043.0,81059.0,24664.0,105723.0,115667.0,35194.0,150861.0,-25136.0,-124018.0,-116558.0,-25136.0,4544.0,-94338.0,-86878.0,4544.0,49682.0,-49200.0,-41740.0,49682.0,0.75,0.38,0.39
34.74999999999987,-118.70000000000033,455.0,3.9,0.691,0.496,48.4,81167.0,155646.0,175504.0,81167.0,rx_burn,41378.0,24165.0,65543.0,57835.0,33776.0,91611.0,85460.0,49909.0,135369.0,-15624.0,-90103.0,-109961.0,-15624.0,10444.0,-64035.0,-83893.0,10444.0,54202.0,-20277.0,-40135.0,54202.0,0.81,0.42,0.37
34.74999999999987,-118.65000000000033,584.0,3.2,0.712,0.523,56.4,92750.0,208211.0,201911.0,92750.0,rx_burn,42169.0,23940.0,66109.0,54523.0,30954.0,85477.0,69466.0,39437.0,108903.0,-26641.0,-142102.0,-135802.0,-26641.0,-7273.0,-122734.0,-116434.0,-7273.0,16153.0,-99308.0,-93008.0,16153.0,0.71,0.32,0.33
34.74999999999987,-118.60000000000034,613.0,7.1,0.753,0.536,54.0,92682.0,147958.0,237933.0,92682.0,rx_burn,72218.0,28515.0,100733.0,97852.0,38636.0,136488.0,122375.0,48319.0,170694.0,8051.0,-47225.0,-137200.0,8051.0,43806.0,-11470.0,-101445.0,43806.0,78012.0,22736.0,-67239.0,78012.0,1.09,0.68,0.42
34.74999999999987,-118.55000000000034,484.0,6.7,0.679,0.496,53.2,85986.0,150621.0,179204.0,85986.0,rx_burn,45661.0,17677.0,63338.0,56060.0,21703.0,77763.0,73670.0,28520.0,102190.0,-22648.0,-87283.0,-115866.0,-22648.0,-8223.0,-72858.0,-101441.0,-8223.0,16204.0,-48431.0,-77014.0,16204.0,0.74,0.42,0.35
34.74999999999987,-118.50000000000034,661.0,8.1,0.674,0.503,54.0,84812.0,207845.0,176994.0,84812.0,rx_burn,44508.0,28371.0,72879.0,57325.0,36541.0,93866.0,82901.0,52844.0,135745.0,-11933.0,-134966.0,-104115.0,-11933.0,9054.0,-113979.0,-83128.0,9054.0,50933.0,-72100.0,-41249.0,50933.0,0.86,0.35,0.41
34.74999999999987,-118.45000000000034,506.0,4.6,0.699,0.54,56.4,87346.0,152447.0,201719.0,87346.0,rx_burn,46974.0,33855.0,80829.0,59934.0,43195.0,103129.0,80030.0,57679.0,137709.0,-6517.0,-71618.0,-120890.0,-6517.0,15783.0,-49318.0,-98590.0,15783.0,50363.0,-14738.0,-64010.0,50363.0,0.93,0.53,0.4
34.74999999999987,-118.40000000000035,441.0,11.4,0.715,0.521,51.1,90487.0,187045.0,200650.0,90487.0,rx_burn,50508.0,35770.0,86278.0,64443.0,45639.0,110082.0,87743.0,62140.0,149883.0,-4209.0,-100767.0,-114372.0,-4209.0,19595.0,-76963.0,-90568.0,19595.0,59396.0,-37162.0,-50767.0,59396.0,0.95,0.46,0.43
34.74999999999987,-118.35000000000035,544.0,5.6,0.726,0.528,46.3,71798.0,202825.0,222684.0,71798.0,rx_burn,34375.0,36462.0,70837.0,40972.0,43459.0,84431.0,62851.0,66667.0,129518.0,-961.0,-131988.0,-151847.0,-961.0,12633.0,-118394.0,-138253.0,12633.0,57720.0,-73307.0,-93166.0,57720.0,0.99,0.35,0.32
34.74999999999987,-118.30000000000035,308.0,0.0,0.7,0.537,48.9,79117.0,166064.0,167200.0,79117.0,rx_burn,59364.0,35098.0,94462.0,80003.0,47301.0,127304.0,101592.0,60064.0,161656.0,15345.0,-71602.0,-72738.0,15345.0,48187.0,-38760.0,-39896.0,48187.0,82539.0,-4408.0,-5544.0,82539.0,1.19,0.57,0.56
34.74999999999987,-118.25000000000036,545.0,7.7,0.681,0.537,42.9,86648.0,205210.0,220954.0,86648.0,rx_burn,66595.0,24859.0,91454.0,81909.0,30576.0,112485.0,115267.0,43028.0,158295.0,4806.0,-113756.0,-129500.0,4806.0,25837.0,-92725.0,-108469.0,25837.0,71647.0,-46915.0,-62659.0,71647.0,1.06,0.45,0.41
34.74999999999987,-118.20000000000036,276.0,12.8,0.701,0.513,49.2,83157.0,163074.0,242325.0,83157.0,rx_burn,46408.0,29065.0,75473.0,64883.0,40636.0,105519.0,85453.0,53519.0,138972.0,-7684.0,-87601.0,-166852.0,-7684.0,22362.0,-57555.0,-136806.0,22362.0,55815.0,-24102.0,-103353.0,55815.0,0.91,0.46,0.31
34.74999999999987,-118.15000000000036,351.0,1.6,0.685,0.518,44.0,100607.0,183591.0,198664.0,100607.0,rx_burn,73631.0,33381.0,107012.0,89996.0,40800.0,130796.0,130564.0,59192.0,189756.0,6405.0,-76579.0,-91652.0,6405.0,30189.0,-52795.0,-67868.0,30189.0,89149.0,6165.0,-8908.0,89149.0,1.06,0.58,0.54
34.74999999999987,-118.10000000000036,200.0,0.0,0.734,0.518,46.1,85373.0,171668.0,158183.0,85373.0,rx_burn,54478.0,26006.0,80484.0,63067.0,30106.0,93173.0,90746.0,43319.0,134065.0,-4889.0,-91184.0,-77699.0,-4889.0,7800.0,-78495.0,-65010.0,7800.0,48692.0,-37603.0,-24118.0,48692.0,0.94,0.47,0.51
34.74999999999987,-118.05000000000037,475.0,6.3,0.735,0.522,51.4,103032.0,171677.0,170260.0,103032.0,rx_burn,55116.0,24405.0,79521.0,75556.0,33456.0,109012.0,116678.0,51664.0,168342.0,-23511.0,-92156.0,-90739.0,-23511.0,5980.0,-62665.0,-61248.0,5980.0,65310.0,-3335.0,-1918.0,65310.0,0.77,0.46,0.47
34.74999999999987,-118.00000000000037,742.0,18.5,0.747,0.518,36.8,106794.0,222775.0,163112.0,106794.0,rx_burn,46093.0,28317.0,74410.0,60533.0,37188.0,97721.0,93133.0,57216.0,150349.0,-32384.0,-148365.0,-88702.0,-32384.0,-9073.0,-125054.0,-65391.0,-9073.0,43555.0,-72426.0,-12763.0,43555.0,0.7,0.33,0.46
34.74999999999987,-117.95000000000037,482.0,6.6,0.695,0.514,44.2,87188.0,171391.0,170850.0,87188.0,rx_burn,69883.0,13851.0,83734.0,87355.0,17314.0,104669.0,133737.0,26507.0,160244.0,-3454.0,-87657.0,-87116.0,-3454.0,17481.0,-66722.0,-66181.0,17481.0,73056.0,-11147.0,-10606.0,73056.0,0.96,0.49,0.49
34.74999999999987,-117.90000000000038,595.0,5.8,0.699,0.547,54.5,88874.0,175674.0,183779.0,88874.0,rx_burn,71716.0,23044.0,94760.0,98599.0,31682.0,130281.0,148126.0,47596.0,195722.0,5886.0,-80914.0,-89019.0,5886.0,41407.0,-45393.0,-53498.0,41407.0,106848.0,20048.0,11943.0,106848.0,1.07,0.54,0.52
34.74999999999987,-117.85000000000038,850.0,15.6,0.729,0.518,44.8,87412.0,181459.0,236693.0,87412.0,rx_burn,43101.0,18571.0,61672.0,53437.0,23024.0,76461.0,76426.0,32930.0,109356.0,-25740.0,-119787.0,-175021.0,-25740.0,-10951.0,-104998.0,-160232.0,-10951.0,21944.0,-72103.0,-127337.0,21944.0,0.71,0.34,0.26
34.74999999999987,-117.80000000000038,556.0,10.4,0.72,0.488,57.5,85018.0,190473.0,178952.0,85018.0,rx_burn,33635.0,17483.0,51118.0,39743.0,20658.0,60401.0,57115.0,29688.0,86803.0,-33900.0,-139355.0,-127834.0,-33900.0,-24617.0,-130072.0,-118551.0,-24617.0,1785.0,-103670.0,-92149.0,1785.0,0.6,0.27,0.29
34.74999999999987,-117.75000000000038,379.0,8.3,0.73,0.521,48.7,86557.0,144278.0,200737.0,86557.0,rx_burn,50056.0,20043.0,70099.0,62112.0,24870.0,86982.0,94058.0,37662.0,131720.0,-16458.0,-74179.0,-130638.0,-16458.0,425.0,-57296.0,-113755.0,425.0,45163.0,-12558.0,-69017.0,45163.0,0.81,0.49,0.35
34.74999999999987,-117.70000000000039,398.0,2.4,0.636,0.488,53.5,87213.0,160434.0,206426.0,87213.0,rx_burn,49307.0,20853.0,70160.0,58415.0,24705.0,83120.0,70938.0,30001.0,100939.0,-17053.0,-90274.0,-136266.0,-17053.0,-4093.0,-77314.0,-123306.0,-4093.0,13726.0,-59495.0,-105487.0,13726.0,0.8,0.44,0.34
34.74999999999987,-117.65000000000039,489.0,5.9,0.681,0.521,52.4,81521.0,170634.0,205813.0,81521.0,rx_burn,45006.0,16440.0,61446.0,53465.0,19530.0,72995.0,76219.0,27842.0,104061.0,-20075.0,-109188.0,-144367.0,-20075.0,-8526.0,-97639.0,-132818.0,-8526.0,22540.0,-66573.0,-101752.0,22540.0,0.75,0.36,0.3
34.74999999999987,-117.60000000000039,391.0,11.0,0.737,0.519,52.2,81000.0,157659.0,200063.0,81000.0,rx_burn,73647.0,19079.0,92726.0,85680.0,22196.0,107876.0,130416.0,33786.0,164202.0,11726.0,-64933.0,-107337.0,11726.0,26876.0,-49783.0,-92187.0,26876.0,83202.0,6543.0,-35861.0,83202.0,1.14,0.59,0.46
34.74999999999987,-117.5500000000004,397.0,8.3,0.664,0.537,43.5,96215.0,158736.0,173311.0,96215.0,rx_burn,25711.0,23037.0,48748.0,32075.0,28739.0,60814.0,40950.0,36691.0,77641.0,-47467.0,-109988.0,-124563.0,-47467.0,-35401.0,-97922.0,-112497.0,-35401.0,-18574.0,-81095.0,-95670.0,-18574.0,0.51,0.31,0.28
34.74999999999987,-117.5000000000004,622.0,13.6,0.67,0.52,59.1,88304.0,138241.0,177118.0,88304.0,rx_burn,68519.0,18409.0,86928.0,93811.0,25204.0,119015.0,117422.0,31548.0,148970.0,-1376.0,-51313.0,-90190.0,-1376.0,30711.0,-19226.0,-58103.0,30711.0,60666.0,10729.0,-28148.0,60666.0,0.98,0.63,0.49
34.74999999999987,-117.4500000000004,621.0,10.1,0.739,0.483,62.9,82977.0,182226.0,201792.0,82977.0,rx_burn,34190.0,16339.0,50529.0,41713.0,19934.0,61647.0,50470.0,24119.0,74589.0,-32448.0,-131697.0,-151263.0,-32448.0,-21330.0,-120579.0,-140145.0,-21330.0,-8388.0,-107637.0,-127203.0,-8388.0,0.61,0.28,0.25
